V1,V2,V3
AJ,129,1
AO,7,13
BW,157,1
X,3,3
AU,58,0
AZ,26,2
L,3,1
AQ,17,1
AH,164,0
AJ,64,2
AJ,49,1
Y,29,2
AI,4,0
W,3,4
AQ,17,1
BW,168,1
AU,50,0
AJ,76,1
AH,106,0
AU,40,0
W,16,5
K,80,2
BV,20,4
AC,3,2
L,26,1
AJ,14,1
K,7,4
AU,77,0
D,6,2
BW,58,0
Q,43,0
K,65,3
I,16,0
AL,90,0
AU,16,0
X,41,0
BH,30,4
BW,178,0
Y,42,3
D,25,6
X,24,1
L,56,0
Y,34,0
X,45,2
X,28,2
BV,20,4
BW,132,0
Y,34,1
AU,40,0
AU,54,2
Q,22,3
W,16,3
BO,38,1
BV,11,0
AU,58,0
AV,16,2
R,27,7
BW,149,0
AR,16,0
P,2,0
J,10,4
Y,9,3
AJ,17,5
BV,9,0
AQ,17,1
AJ,54,1
AO,1,4
AL,46,0
AQ,20,0
X,45,2
AJ,54,1
BO,15,1
K,7,1
K,7,3
AU,27,0
AJ,123,3
AJ,85,2
X,38,5
K,7,4
BO,58,1
BF,36,2
AO,7,6
P,2,0
AH,6,1
BW,42,0
Z,38,0
X,45,2
BW,95,0
AJ,54,3
AJ,52,1
AU,14,2
AU,11,3
AU,40,0
K,60,0
BH,20,8
Y,9,3
Y,34,0
Y,38,1
AJ,129,1
K,51,0
AU,11,3
AU,40,0
BV,8,1
K,80,2
AU,26,0
Y,42,2
AU,54,1
BO,38,2
P,13,0
BW,157,1
N,8,0
D,6,2
AU,14,0
BW,156,0
Y,9,0
BG,19,0
I,14,0
W,16,3
D,12,0
W,16,4
W,3,4
W,16,5
AJ,49,1
AJ,35,0
AU,27,0
AJ,122,3
BV,8,1
AU,58,0
BW,81,1
L,26,2
AV,16,0
AF,16,0
BW,164,1
BV,11,0
L,29,1
K,65,3
W,4,0
BW,36,2
W,16,3
K,10,1
AL,14,0
K,7,0
Y,9,1
AU,11,3
AU,40,0
Y,9,1
X,9,2
BO,60,1
K,65,3
BW,92,0
BY,4,1
AU,1,0
AJ,122,3
L,14,3
BH,18,6
BW,132,0
BO,66,1
K,7,0
AU,25,0
AU,11,3
AU,14,0
AJ,49,1
AX,1,1
AU,68,0
K,7,0
BW,3,0
AH,69,0
BW,22,1
K,40,3
AU,54,2
I,11,1
R,23,4
AV,10,3
AU,58,0
BO,15,1
X,45,2
AJ,129,1
AU,58,0
AH,67,0
K,61,0
AJ,52,0
AH,81,1
L,26,1
Q,22,3
K,7,1
K,65,5
AU,14,1
K,7,1
AU,58,0
X,12,4
BW,115,0
AZ,35,0
AJ,14,3
BF,35,0
BW,36,2
AJ,40,0
AJ,48,1
K,3,2
BW,36,2
K,40,3
AJ,7,1
AQ,17,2
K,85,1
BW,115,0
Y,42,0
K,3,4
AJ,48,1
BV,24,3
M,16,2
X,45,5
D,25,8
AR,5,1
BW,95,0
AJ,59,2
AU,11,3
BW,96,0
BW,96,0
Y,4,0
BW,107,0
BW,156,0
BW,168,1
R,17,3
AU,14,0
D,20,0
W,4,5
BO,38,2
Y,10,2
W,16,6
BO,36,6
AJ,40,0
AU,54,0
M,18,2
AY,30,3
AU,35,0
X,24,9
I,11,2
AC,3,3
AJ,129,0
BG,19,0
K,78,2
AJ,76,2
BW,40,1
AJ,54,1
BW,115,0
P,24,0
L,41,0
BW,3,0
W,16,5
AN,11,3
M,13,2
K,7,1
P,24,0
AJ,9,1
I,14,1
BW,42,0
O,2,1
AJ,40,3
AJ,122,3
X,45,8
X,24,9
W,16,4
X,45,4
AJ,32,2
BV,4,2
AJ,40,3
AO,7,6
BW,167,0
K,65,5
BW,164,1
BF,36,2
O,10,1
M,19,2
AJ,129,3
Y,34,1
BW,60,0
BO,38,6
AU,11,3
AY,65,0
BW,95,0
O,10,1
AZ,21,1
L,6,0
K,78,2
K,7,1
K,63,1
AU,11,3
AL,90,0
BF,36,5
K,2,2
AU,25,0
AU,58,0
N,8,0
W,16,3
BO,65,1
Y,9,0
W,16,3
K,7,0
K,7,1
K,10,3
K,2,2
BM,6,0
AU,14,1
AL,72,0
L,29,1
P,2,0
AU,11,3
BV,19,4
BW,49,1
M,13,1
K,7,4
N,17,0
W,16,5
K,65,3
AJ,49,1
AU,11,2
Q,40,3
Q,22,3
X,45,10
K,7,7
X,25,1
BW,48,0
Y,9,0
BV,8,3
K,3,2
K,13,4
P,35,0
AJ,52,1
AO,1,3
P,2,0
D,25,1
N,17,0
AJ,54,1
BT,13,0
BY,13,3
BH,18,5
BU,3,1
Y,10,0
Y,4,3
AO,7,13
X,9,2
AJ,14,3
K,11,2
R,30,12
D,25,6
BT,13,0
J,6,0
Y,34,0
BW,3,0
BO,38,5
AJ,54,1
BW,132,0
Y,10,0
BO,36,0
AO,7,6
Q,22,4
P,24,0
AU,40,0
J,6,0
BW,95,0
M,16,2
AR,2,2
AQ,17,1
BO,47,1
K,2,2
BZ,33,1
AO,1,3
W,16,3
X,38,0
K,7,1
K,81,0
K,96,1
K,51,0
BF,8,2
AQ,17,1
BW,176,0
Y,32,0
K,65,6
AO,1,10
AU,14,0
L,26,1
AO,20,2
BO,44,1
W,4,0
AU,35,0
Q,22,3
L,29,1
AJ,40,0
AJ,38,1
AJ,113,2
AH,76,1
K,7,6
AJ,52,1
X,38,5
BW,96,0
AU,58,0
BO,38,1
K,7,6
BO,36,0
BW,160,1
Y,29,0
K,35,4
BU,20,1
K,10,3
J,4,1
BZ,14,1
AY,37,5
BT,43,4
AQ,39,1
BW,156,0
K,50,1
K,7,1
L,49,0
W,16,3
X,3,5
AU,49,0
BV,6,2
BW,163,1
AU,77,0
X,45,2
Y,34,1
W,2,2
BP,23,0
AO,25,2
BW,34,2
M,18,1
BW,157,2
BT,43,5
K,93,2
X,24,3
K,79,1
X,9,4
AJ,129,3
Y,9,0
AU,14,0
BW,48,1
K,65,5
AU,27,0
BW,112,0
AU,27,0
AJ,38,1
BO,36,0
AU,54,1
W,8,0
Y,10,0
BW,156,1
M,16,1
Y,29,0
AU,14,1
K,67,0
M,16,2
AJ,58,2
AU,14,0
AU,40,0
BW,157,1
K,62,3
BW,3,0
P,2,0
X,45,10
BY,6,2
AJ,122,3
AQ,19,2
AO,11,4
BT,50,4
Y,34,6
AJ,122,3
X,24,1
AJ,29,3
BW,132,0
BF,35,1
BH,18,7
AU,25,0
BU,20,1
K,7,3
AU,69,0
AV,10,2
AR,20,0
K,2,0
X,35,0
AU,25,0
R,23,8
AU,40,0
BW,3,0
K,7,3
BU,38,3
X,45,2
BW,43,0
D,6,2
BU,38,6
X,12,4
BV,19,4
D,25,6
Y,42,2
AX,4,1
W,28,6
BW,3,0
AU,14,1
Y,34,1
AX,1,1
AJ,52,0
AU,58,0
AR,35,0
K,65,1
AJ,122,3
BO,53,1
BU,36,2
X,38,5
BO,44,1
M,13,2
Y,9,1
AX,2,1
Y,34,1
AQ,17,2
K,35,4
Q,40,0
Q,22,3
BO,36,0
Q,22,3
X,45,10
AO,1,3
X,45,10
K,80,2
K,50,1
AU,49,0
W,4,5
L,29,5
AJ,40,3
AU,14,0
X,45,10
BW,178,0
AJ,129,3
Y,29,2
BF,36,5
X,38,7
AO,7,6
Q,36,1
AJ,40,0
Q,22,3
K,22,0
K,3,5
AO,1,10
K,2,2
AJ,9,1
K,7,2
X,45,2
BO,38,0
AJ,14,1
AJ,52,1
W,28,6
AJ,40,2
BT,54,4
BW,178,0
W,16,4
AU,11,3
Q,3,2
Y,34,0
Q,36,1
BO,47,1
BF,36,5
AU,54,0
Y,9,1
AJ,77,1
Y,1,1
K,69,0
AR,35,0
K,10,1
AJ,40,2
K,60,0
AJ,42,0
W,4,4
AJ,58,2
AR,14,1
AJ,121,1
AH,168,1
K,22,0
BW,96,0
G,9,1
W,11,1
K,7,5
BW,156,0
AJ,123,3
W,28,7
K,7,5
K,81,1
L,31,4
BW,69,2
AJ,129,0
M,18,2
AJ,29,3
L,29,1
BU,31,0
K,86,3
Y,10,2
Y,10,0
K,65,5
AJ,52,1
BH,18,2
BW,17,1
W,28,0
X,38,0
AV,10,1
Y,9,0
AR,5,1
K,7,3
BW,126,0
M,16,1
AU,11,2
AQ,17,1
BH,22,1
AJ,122,3
R,23,7
AJ,59,2
N,10,1
BO,36,0
K,33,0
D,25,6
P,33,0
R,48,8
AJ,48,1
AJ,48,1
L,29,3
BO,53,1
Y,22,0
AJ,52,1
K,53,1
AU,25,1
L,29,3
AJ,89,2
AI,4,0
AC,3,3
BW,107,0
BT,54,1
Y,34,1
AJ,58,2
AU,58,0
AJ,52,0
W,20,3
AU,14,1
K,13,4
K,63,1
AH,101,0
BW,3,0
Y,5,0
BW,174,0
K,65,3
AL,17,0
K,7,4
AJ,129,1
AJ,40,3
Y,32,1
BZ,27,2
AO,7,6
X,3,5
X,38,0
BH,20,10
AU,27,0
AX,4,1
AU,40,0
AJ,88,2
AO,7,13
AU,11,3
AJ,129,0
AI,23,0
X,45,8
AR,41,1
G,8,3
BO,38,3
K,7,3
K,7,3
L,57,0
AJ,129,3
Q,22,4
K,7,0
K,80,2
BW,22,1
D,25,6
K,62,1
BO,38,1
X,49,6
AJ,40,3
BU,38,8
Y,10,0
AY,37,4
AJ,58,2
K,13,2
BO,52,1
X,38,0
AU,11,3
AH,8,1
BH,18,5
BP,24,0
AY,28,2
AJ,123,3
AO,7,6
AQ,17,1
BO,44,1
AJ,122,3
BT,63,5
BW,115,0
BW,115,0
K,7,5
X,3,2
AJ,52,0
J,6,0
AJ,35,0
X,45,2
K,11,2
W,4,1
D,25,1
BR,3,0
W,16,5
AL,69,0
AL,5,0
Y,36,0
L,26,1
L,29,1
Y,34,0
AO,7,1
K,92,3
Y,10,0
BF,36,7
K,3,2
BG,19,0
AU,11,3
AU,14,2
M,16,1
K,66,2
AJ,35,2
BH,18,5
AJ,122,3
D,25,9
L,29,1
K,61,0
AL,46,0
K,7,1
BO,36,3
BW,115,0
L,56,0
AJ,52,1
BW,17,1
BW,43,0
AU,77,0
AU,14,0
K,34,3
Q,36,3
AI,20,0
AU,77,0
AO,1,21
BP,17,0
AJ,129,0
X,49,6
R,23,7
AX,4,1
L,26,1
K,65,2
Y,10,2
AU,58,0
AJ,52,0
BW,112,0
K,7,6
P,45,0
X,45,8
AJ,49,1
AJ,40,0
X,38,7
BO,38,2
BO,47,1
K,65,5
W,16,5
BO,38,6
BO,38,6
BW,49,1
AL,14,0
L,3,1
AQ,17,1
BW,40,1
K,81,2
Q,43,0
AU,14,0
Q,22,4
BW,164,1
AU,14,0
BW,178,0
AU,14,1
M,16,1
K,7,3
AH,8,1
AU,51,2
X,12,4
P,2,0
AH,125,0
AJ,58,3
K,3,2
BO,47,1
BU,20,1
BW,92,0
AH,70,0
L,20,1
Y,4,3
AN,11,2
K,51,1
K,7,5
Q,36,3
AJ,40,0
K,61,0
AI,17,0
K,7,3
AU,40,0
BP,8,0
W,16,5
BO,3,1
X,21,1
BW,157,1
BW,48,1
AL,24,0
K,7,3
K,2,4
BV,24,2
BW,167,0
X,24,9
AU,11,3
K,81,2
AJ,58,2
AV,10,3
K,52,1
X,45,10
Y,34,1
W,16,3
AO,7,6
K,50,1
AV,10,2
L,29,1
X,45,2
K,7,3
Y,1,0
AO,1,15
K,47,1
BW,43,0
AU,58,0
AO,1,3
K,7,4
K,35,3
L,26,1
AR,41,2
AU,58,0
M,18,1
AU,14,0
W,16,4
AI,2,0
BW,167,0
BW,48,0
AJ,52,1
AQ,17,1
AJ,129,3
BH,18,15
K,7,0
AU,11,3
BY,13,1
M,16,2
BW,115,0
I,29,1
L,26,1
K,7,3
K,7,0
Z,1,0
L,20,2
L,26,1
AH,8,1
R,23,8
K,7,2
AR,14,3
Y,34,0
AO,7,6
AF,21,0
BW,3,0
AJ,52,0
L,14,3
AU,58,0
K,51,1
AY,24,2
K,7,6
AR,16,0
AJ,42,0
AJ,122,3
W,16,3
AH,119,0
BH,20,4
AO,6,2
W,28,5
BD,3,0
AR,35,0
BO,65,1
BF,22,3
L,42,0
K,81,0
BT,50,1
BU,20,0
BW,163,1
K,7,5
K,7,3
BW,167,0
AU,14,1
W,4,0
Y,10,0
K,7,1
AJ,52,1
BO,38,4
W,16,5
K,7,4
M,16,2
Y,32,1
D,25,6
BT,69,6
W,28,0
AJ,129,1
BU,38,1
BW,115,0
L,28,2
W,20,1
M,16,2
BO,1,1
W,4,5
BP,6,0
AJ,9,1
AU,54,3
AJ,17,1
AO,7,6
AJ,5,1
M,16,1
BW,49,1
BT,72,2
M,16,2
AJ,58,1
BO,38,5
AU,11,0
M,16,1
Y,29,2
M,16,2
Y,34,1
R,48,3
K,62,3
AJ,52,0
BH,30,1
AJ,58,2
L,29,5
BP,6,0
BY,4,0
AJ,122,3
AU,14,1
BF,36,3
AH,164,1
BW,49,1
W,28,0
BU,38,8
K,7,1
AJ,121,1
Y,9,1
AJ,123,1
AI,2,0
R,23,0
M,16,2
M,16,2
R,22,7
BW,150,0
BV,20,4
X,12,4
AQ,17,1
K,7,5
AR,14,2
BF,36,2
X,9,2
AU,14,1
BW,160,1
K,2,1
X,24,10
BO,72,2
Y,9,0
AU,49,0
K,81,0
L,29,3
AJ,48,1
BW,95,0
K,76,1
BO,38,5
P,24,0
BO,38,2
X,52,1
AJ,129,5
L,26,1
AO,1,3
AJ,64,2
L,29,5
BP,17,0
R,27,1
BW,95,0
W,16,5
AJ,35,0
BP,18,0
AJ,49,1
BH,20,9
L,3,0
AJ,49,1
W,4,0
BF,36,2
K,82,2
BW,176,0
AO,7,6
BW,81,1
X,9,4
AX,1,1
AR,41,1
BO,36,0
K,81,2
AU,69,0
K,35,4
BF,36,7
BW,176,0
Y,10,0
BV,24,2
AJ,58,1
W,28,8
AY,37,5
X,9,2
D,25,9
AU,11,3
P,33,0
X,38,5
BP,23,0
K,80,0
BO,52,1
AO,28,0
BW,160,1
BV,24,2
AO,7,6
AJ,129,3
K,92,3
AU,58,0
AO,1,8
BU,5,1
BU,1,1
X,1,0
AJ,58,2
K,34,4
BW,112,0
X,3,2
W,16,3
AQ,17,1
AO,21,0
AL,49,0
AU,11,3
BW,156,0
AO,7,6
W,4,5
K,92,3
W,16,3
X,45,8
K,86,3
BO,44,2
Y,29,0
AU,11,0
R,27,7
BF,36,7
AF,24,2
AU,14,0
AV,10,1
AU,14,1
W,16,3
AR,14,2
BW,49,1
BH,11,5
AH,75,1
BW,131,0
BW,115,0
BO,38,2
AU,11,3
BW,168,1
P,18,0
X,45,2
BO,36,2
K,3,2
K,80,0
AO,7,6
AO,7,13
AR,14,2
AH,70,0
P,2,0
K,10,2
AJ,121,1
Q,22,4
M,16,2
BW,66,0
W,16,3
W,4,4
AJ,123,3
AJ,29,3
BF,44,1
X,9,2
AN,12,0
AI,20,0
BW,96,0
AH,69,0
K,3,2
BP,20,0
L,29,1
P,13,0
BB,10,3
K,24,1
BO,36,0
AH,119,0
AU,25,0
W,4,3
AJ,123,3
BO,44,2
AO,1,8
Y,4,0
Y,9,0
AU,14,0
AJ,42,0
X,52,1
AO,7,6
AR,45,0
X,45,2
K,61,0
W,28,0
BW,168,1
K,3,5
K,3,1
BO,53,1
BF,36,5
BV,10,0
BO,44,2
BW,3,0
K,7,3
AN,16,0
AJ,122,3
AQ,20,1
AU,54,4
K,3,4
BF,35,1
BW,126,0
AJ,5,1
AU,54,4
AY,13,1
P,34,0
AO,1,12
AJ,52,0
AU,14,0
AU,11,3
K,3,5
AO,7,1
L,57,0
M,16,2
BV,8,1
W,28,7
Y,9,0
K,2,5
BW,69,2
BH,18,5
BH,18,13
AJ,40,2
BW,96,0
W,28,5
AH,81,1
AQ,14,2
X,45,5
AJ,54,1
M,16,1
BO,38,4
X,45,2
BW,3,0
AU,40,0
BO,38,2
AQ,17,1
X,40,0
L,26,1
BO,38,6
L,29,0
K,13,4
BO,18,1
AO,20,2
BO,53,1
Y,34,0
K,7,6
AJ,42,0
X,52,1
AJ,9,1
AJ,76,2
K,7,1
AQ,4,1
X,45,2
AU,34,0
Q,15,0
AQ,39,1
R,23,4
AR,41,6
BW,95,0
K,7,5
M,16,2
M,16,0
AJ,58,2
W,20,3
BP,17,0
AJ,40,3
K,7,0
K,50,1
X,12,4
AO,10,0
AO,1,3
BW,49,1
X,28,3
BG,16,0
AU,58,0
AQ,17,1
L,49,1
BW,79,2
K,13,6
R,30,12
AJ,52,0
BY,13,1
AU,11,3
K,7,3
K,7,5
AR,18,0
BV,6,1
W,4,4
Q,22,4
O,10,1
AJ,52,1
BF,10,0
AU,14,0
BP,18,0
AU,60,0
AJ,58,2
X,9,2
M,19,2
Q,2,1
BO,52,1
BU,5,0
AJ,129,1
AY,65,0
AJ,122,3
K,86,2
K,35,4
X,38,0
K,63,3
P,2,0
X,38,5
BF,36,4
AJ,76,1
P,2,0
G,8,3
X,38,0
X,3,3
AH,164,0
AJ,14,1
BW,167,0
BO,58,2
K,86,3
X,9,2
W,28,5
P,34,0
W,16,3
L,29,1
BU,38,3
AO,7,6
AV,10,1
AU,58,0
BW,176,0
BO,47,1
BF,36,2
Y,29,0
AJ,40,0
L,29,1
AU,27,0
Y,10,2
W,28,7
BW,43,0
X,45,10
K,61,0
BO,90,0
BV,20,1
BW,166,0
X,25,1
BW,166,0
BV,20,4
K,35,4
X,45,4
AJ,54,1
L,14,0
AH,7,0
X,24,3
AO,7,13
K,7,3
AJ,76,2
Y,29,0
X,45,8
BW,69,2
BH,18,5
BB,11,1
AU,14,1
J,6,1
BH,18,5
AR,16,0
L,29,3
X,45,5
BV,30,1
W,16,3
K,86,3
BW,65,1
L,29,1
AQ,17,1
K,35,4
AO,7,6
AU,14,0
AO,11,1
BT,10,0
AU,50,0
Y,29,2
L,14,0
BP,8,0
AU,58,0
AJ,52,1
L,29,1
BW,115,0
AJ,48,1
BW,95,0
W,28,4
K,11,2
BV,9,0
BT,54,3
BW,3,0
AR,5,1
AO,14,0
AJ,122,3
AJ,29,3
K,7,6
K,7,5
BO,52,1
Y,10,0
AO,7,15
D,25,9
X,38,0
AJ,122,3
K,2,4
W,16,3
BO,38,4
BW,17,1
X,45,2
BW,156,0
AZ,22,0
Y,32,0
Y,29,0
Q,22,3
L,49,0
BW,3,0
AU,14,1
BW,48,1
AR,16,0
K,13,2
Q,22,4
AJ,48,1
BW,49,1
BW,95,0
AU,25,0
AH,65,0
K,60,0
Y,40,1
AJ,38,1
BW,115,0
AJ,54,1
AH,7,0
Y,42,2
W,28,6
AI,23,0
AO,25,1
X,9,2
M,16,2
AJ,129,3
AI,4,0
AL,31,0
AU,49,0
AO,1,3
Y,42,4
AJ,40,0
AU,58,0
AJ,52,0
O,10,1
AN,11,3
BW,95,0
BO,38,1
AJ,64,1
BW,157,1
X,24,8
BW,164,1
M,19,2
BO,35,0
AL,33,0
BO,38,4
K,82,2
AU,49,0
K,7,0
BO,47,1
K,65,3
AN,11,0
BT,50,2
K,44,0
D,25,8
BH,29,3
K,7,0
P,36,0
K,7,1
BU,20,0
AN,16,3
AO,7,6
BW,115,0
AJ,52,0
Y,29,0
AJ,42,0
M,16,2
BV,20,4
BF,36,4
AH,69,0
Y,32,1
X,45,2
Y,29,5
BH,18,0
AR,5,0
AJ,59,2
BW,96,0
BU,36,2
BW,13,1
BW,115,0
BW,157,1
BO,44,2
BP,17,0
AJ,52,0
BW,48,1
AU,11,3
AC,2,3
AU,14,1
AU,11,3
K,7,4
K,7,0
BW,42,0
AJ,52,1
K,34,4
AJ,123,3
BY,13,3
BF,44,1
AJ,49,1
AQ,17,1
AU,14,0
AJ,122,3
Z,38,0
AH,164,0
BW,96,0
AJ,29,3
K,65,5
AQ,39,1
Y,32,0
AR,5,1
W,16,3
K,7,4
AJ,48,1
AL,31,0
AJ,58,2
AJ,40,3
BG,19,1
AO,7,1
X,45,8
AU,14,2
K,7,7
K,7,2
BO,53,1
W,28,4
Q,22,3
W,16,5
D,25,9
BT,73,2
AL,33,0
BO,15,1
BW,36,2
BW,125,0
BW,132,0
BZ,9,0
K,7,4
X,25,1
K,28,0
AO,1,3
Q,3,3
Y,29,2
BW,157,1
K,68,0
W,28,6
AI,45,0
BW,49,1
X,3,1
M,16,2
BU,10,0
BW,164,1
Y,34,1
L,14,0
AJ,64,1
AL,69,0
AJ,52,1
BW,49,1
BT,43,3
K,3,4
BU,1,0
BO,38,2
AJ,129,5
BW,125,0
D,25,1
K,7,2
Z,38,0
AL,49,0
AJ,58,1
M,16,2
J,4,1
AJ,40,0
BW,157,1
BW,156,0
BU,3,1
AQ,32,0
BH,7,2
W,28,8
K,7,3
BW,77,1
AO,7,13
BO,38,2
L,20,2
AJ,9,1
Q,22,4
R,20,3
D,21,0
K,10,2
K,3,2
AO,1,10
K,60,0
M,13,2
BT,63,5
BW,156,0
BW,167,0
BV,20,4
BH,30,1
Y,10,0
BW,49,0
W,28,0
AU,14,0
AJ,48,1
AJ,77,2
AO,7,6
AU,14,1
AJ,48,1
X,38,0
X,38,0
X,38,0
AJ,122,1
AJ,52,1
L,26,1
P,18,0
Y,42,0
D,25,8
BW,115,0
Y,9,0
K,58,0
AJ,40,3
BW,3,0
Y,29,2
AH,2,1
AU,14,1
AH,76,1
AJ,29,2
AH,70,0
K,65,2
N,25,0
AU,1,0
BW,96,0
AJ,112,5
W,16,3
BO,36,0
M,16,2
AU,58,0
AQ,17,2
R,23,4
AJ,52,0
X,24,3
BW,112,0
X,45,2
AO,1,3
BY,4,3
X,24,3
AU,11,3
AH,164,0
AH,7,0
AJ,35,0
K,7,3
BW,21,1
R,27,1
P,33,0
W,16,3
L,29,1
AI,20,0
L,49,1
AH,164,1
K,7,3
Q,22,4
AJ,52,0
AU,77,0
BT,11,0
BW,3,0
AJ,29,3
AJ,122,1
Y,10,2
AN,2,1
L,49,0
BW,156,0
BW,188,1
L,26,1
AR,41,1
AJ,14,1
M,13,2
Y,9,1
AJ,129,0
O,10,1
AZ,39,4
BW,168,1
BP,24,0
K,7,5
X,45,10
AJ,129,3
Y,29,0
X,45,2
AU,14,1
K,39,0
BV,8,1
BW,157,1
AJ,38,0
AJ,52,1
I,29,0
O,10,3
I,24,1
AJ,40,0
AH,8,1
W,28,6
AH,137,0
AU,14,2
L,28,2
AU,58,0
BO,52,1
AJ,58,1
BW,95,0
K,57,1
BO,32,1
L,26,2
AH,67,0
P,33,0
X,38,5
X,45,2
BT,63,4
AX,4,0
BH,29,5
O,19,1
AO,6,2
K,7,3
AU,58,0
BF,44,2
Q,22,4
D,25,8
X,52,1
X,9,4
AL,33,0
BP,23,0
AJ,29,3
K,51,0
W,16,5
AU,34,0
AU,40,0
AH,107,0
X,45,9
AN,16,0
Q,3,1
X,3,5
AU,54,2
BW,156,0
K,80,0
AJ,77,2
AJ,35,0
K,7,0
Q,22,4
BT,43,5
AH,164,1
AL,49,0
X,3,6
BW,112,0
O,2,1
BO,35,2
AR,16,0
O,10,3
X,45,5
BT,69,5
BP,8,0
X,45,10
BT,43,4
K,61,0
AX,4,1
K,65,2
BO,52,1
L,26,1
BO,38,1
R,27,1
AO,12,1
Q,22,4
AJ,49,1
K,80,1
BO,38,2
AU,14,1
BO,32,3
BU,38,3
BF,36,4
AJ,64,1
X,41,0
W,28,6
W,3,5
Q,40,2
Y,32,0
O,10,3
AL,14,0
BO,90,0
AL,66,0
AJ,123,3
BY,6,2
BU,5,1
AJ,40,0
P,35,0
BW,167,0
K,65,5
AJ,129,0
K,7,3
Y,38,1
K,35,4
M,16,2
BW,157,1
K,15,1
BO,66,1
W,28,8
W,16,3
AH,68,0
AQ,17,1
AJ,129,1
AH,19,1
AL,14,0
AJ,59,2
Y,34,0
K,7,6
BW,3,0
BV,9,0
BO,38,1
AJ,122,2
X,45,10
AJ,58,2
AU,58,0
BP,17,0
M,16,2
X,52,1
X,19,1
BW,40,1
AU,14,0
BW,126,0
X,45,8
AJ,52,0
AL,24,0
AO,7,6
X,9,2
K,2,2
K,10,3
AJ,129,1
AJ,35,0
BW,3,0
BW,96,0
BW,34,1
X,38,0
X,38,5
AO,7,10
X,38,0
AJ,17,1
BO,36,0
Q,22,4
Y,10,0
BU,35,3
K,7,1
BW,3,0
BW,166,0
AJ,49,1
AJ,42,0
BW,164,1
X,38,0
K,7,3
O,10,3
W,5,0
AU,54,4
Y,10,0
BP,15,0
J,4,1
W,16,3
AJ,52,1
D,25,6
W,16,3
AQ,17,1
Y,9,3
L,29,1
K,3,4
AL,51,0
K,3,5
K,3,4
AO,25,1
BW,43,0
Y,9,0
AU,14,0
AJ,40,2
BO,52,1
AJ,129,0
AJ,35,0
AJ,49,1
AO,20,2
L,29,1
O,23,0
Z,38,0
AQ,17,1
AJ,35,2
AJ,40,3
Y,42,2
X,38,5
BW,3,0
AX,4,1
BW,13,1
AL,105,0
AJ,58,2
AH,19,1
R,31,7
AU,11,2
Y,42,0
BP,23,0
AH,100,0
BO,53,1
BW,112,0
K,12,2
BH,18,7
D,25,6
L,29,1
BW,3,0
J,4,1
L,31,4
Y,42,0
AI,27,1
M,18,2
AJ,52,1
BW,43,0
Q,22,4
Q,22,4
X,45,2
AJ,40,0
AQ,17,2
BT,43,3
AU,58,0
X,45,2
W,28,6
K,20,4
O,10,3
AJ,1,2
AJ,14,1
K,81,0
BO,47,1
X,38,7
K,53,3
AJ,76,1
K,3,2
AU,11,2
K,85,1
K,7,3
X,1,0
R,30,12
W,28,6
Y,29,0
BV,20,4
AL,46,0
AQ,17,1
BW,164,1
AJ,85,1
K,51,0
L,14,0
AL,46,0
W,4,6
AR,17,0
K,7,0
N,25,0
X,45,5
AJ,52,0
BO,38,0
BW,72,0
BZ,33,1
M,16,2
BO,72,1
AJ,58,2
D,25,6
Y,29,0
BT,72,2
K,2,2
BW,66,0
AU,54,2
AJ,40,0
BO,36,0
AQ,14,2
BH,18,2
M,16,2
BV,20,1
BW,3,0
Y,9,0
P,34,0
Q,36,3
AJ,58,2
AQ,14,1
AO,7,1
AH,168,0
AU,40,0
AH,50,0
K,2,1
AH,125,0
AJ,123,3
AR,16,0
BO,36,7
K,61,0
K,7,4
AO,28,0
BT,63,4
AO,7,13
AU,14,1
L,28,0
AH,7,0
W,16,3
K,81,0
I,29,0
BU,38,5
BW,49,1
BV,8,1
BT,4,0
K,7,0
AU,58,0
K,7,1
BO,38,5
AL,103,0
P,2,0
BO,35,2
BW,107,0
AL,24,0
AJ,40,0
Q,3,1
K,31,0
W,4,4
BV,11,0
W,4,6
AL,14,0
L,26,1
K,7,0
W,28,7
BF,36,2
AJ,77,2
AJ,77,2
L,57,0
K,7,3
Y,9,0
BN,3,0
BW,115,0
L,28,1
AR,35,0
BW,81,1
BW,95,0
Y,42,2
BW,3,0
AL,24,0
AN,11,3
K,65,6
K,50,1
BW,69,2
L,29,1
X,9,2
P,45,0
BY,6,2
BH,42,1
W,28,7
AO,1,8
AU,2,1
X,38,5
AJ,35,0
Y,29,2
BB,10,3
K,7,0
BW,95,0
X,24,8
L,26,1
K,2,2
BW,95,0
X,24,1
AN,11,3
AU,58,0
AU,11,3
AQ,17,1
BW,79,2
BT,72,2
K,7,1
AJ,129,0
BW,115,0
Y,29,2
AU,14,2
K,7,0
Q,43,3
BW,96,0
BV,8,1
K,35,4
AU,11,3
AJ,14,3
P,18,0
BW,112,0
Y,34,0
AJ,123,3
X,52,1
X,45,2
AU,58,0
W,20,3
AR,1,1
BW,115,0
AJ,112,1
AU,14,1
W,4,5
BO,47,1
P,34,0
AJ,58,2
AU,35,0
W,4,4
AJ,48,1
BO,47,1
X,9,2
BW,79,2
BW,3,0
AL,14,0
W,4,4
BP,17,0
BW,160,1
AJ,58,2
AU,14,2
AU,11,3
AQ,17,1
BO,52,1
X,38,0
K,7,0
BV,20,4
AJ,58,2
AR,3,0
BV,3,1
K,3,1
BW,72,0
